id,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,class
4239,4,1,4,2,5,3,1,1,5,1,1,3,3,2,2,1,3,2,4,4,5,4,1
4240,3,3,4,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,6,1,1
4241,3,1,10,2,5,3,1,1,4,1,1,3,3,2,6,1,3,2,4,4,6,4,1
4242,4,1,4,2,5,3,1,1,5,1,1,3,3,6,2,1,3,2,4,4,5,1,1
4243,3,1,10,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,6,7,1
4244,4,3,4,2,5,3,1,1,8,1,1,3,3,1,1,1,3,2,4,4,5,7,1
4245,3,3,10,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,5,7,1
4246,3,4,9,1,5,3,1,1,4,2,1,1,4,8,8,1,3,2,6,4,4,1,1
4247,4,1,4,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,6,1,1
4248,3,4,2,1,5,3,1,1,8,2,1,1,4,8,8,1,3,2,6,4,4,1,1
4249,4,3,4,2,5,3,1,1,4,1,1,3,3,6,2,1,3,2,4,4,5,7,1
4250,3,3,4,2,5,3,1,1,8,1,1,3,3,1,1,1,3,2,4,4,5,7,1
4251,3,1,10,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,6,1,1
4252,3,1,10,2,5,3,1,1,8,1,1,3,3,1,1,1,3,2,4,4,6,1,1
4253,3,3,10,2,5,3,1,1,5,1,1,3,3,6,6,1,3,2,4,4,5,1,1
4254,4,3,4,1,7,3,1,1,9,2,1,4,4,4,4,1,3,2,6,2,6,7,2
4255,4,3,10,2,5,3,1,1,4,1,1,3,3,6,6,1,3,2,4,4,6,4,1
4256,3,3,4,2,5,3,1,1,4,1,1,3,3,6,1,1,3,2,4,4,6,4,1
4257,4,1,10,2,5,3,1,1,4,1,1,3,3,6,2,1,3,2,4,4,5,1,1
4258,4,3,10,2,5,3,1,1,4,1,1,3,3,1,6,1,3,2,4,4,5,4,1
4259,4,1,10,2,5,3,1,1,5,1,1,3,3,1,6,1,3,2,4,4,6,7,1
4260,3,3,4,2,5,3,1,1,4,1,1,3,3,6,6,1,3,2,4,4,5,4,1
4261,4,1,4,2,5,3,1,1,5,1,1,3,3,2,2,1,3,2,4,4,6,1,1
4262,3,3,4,2,5,3,1,1,5,1,1,3,3,6,6,1,3,2,4,4,6,4,1
4263,3,1,6,2,3,3,1,2,8,1,1,4,4,8,8,1,3,2,6,1,4,7,1
4264,3,3,10,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,6,7,1
4265,3,1,10,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,6,1,1
4266,4,1,10,2,5,3,1,1,4,1,1,3,3,2,6,1,3,2,4,4,6,1,1
4267,3,3,4,2,5,3,1,1,5,1,1,3,3,6,1,1,3,2,4,4,5,1,1
4268,4,1,4,2,5,3,1,1,5,1,1,3,3,6,1,1,3,2,4,4,5,1,1
4269,3,3,4,2,5,3,1,1,4,1,1,3,3,6,1,1,3,2,4,4,5,7,1
4270,3,1,10,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,6,1,1
4271,3,1,10,2,5,3,1,1,5,1,1,3,3,2,6,1,3,2,4,4,5,4,1
4272,3,3,4,2,5,3,1,1,4,1,1,3,3,6,2,1,3,2,4,4,6,7,1
4273,3,3,10,2,5,3,1,1,5,1,1,3,3,1,6,1,3,2,4,4,5,7,1
4274,4,3,4,2,5,3,1,1,5,1,1,3,3,2,2,1,3,2,4,4,6,4,1
4275,4,3,4,2,5,3,1,1,8,1,1,3,3,6,1,1,3,2,4,4,5,7,1
4276,3,1,10,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,6,4,1
4277,5,3,1,2,7,3,2,2,11,1,1,1,1,8,1,1,3,2,2,8,5,2,2
4278,4,1,4,2,5,3,1,1,8,1,1,3,3,1,1,1,3,2,4,4,6,4,1
4279,3,3,10,2,5,3,1,1,4,1,1,3,3,1,6,1,3,2,4,4,6,1,1
4280,4,1,10,2,5,3,1,1,8,1,1,3,3,6,6,1,3,2,4,4,6,1,1
4281,3,3,4,2,5,3,1,1,4,1,1,3,3,1,2,1,3,2,4,4,5,7,1
4282,3,1,4,2,5,3,1,1,4,1,1,3,3,2,6,1,3,2,4,4,6,4,1
4283,4,1,10,2,5,3,1,1,8,1,1,3,3,6,6,1,3,2,4,4,5,1,1
4284,4,4,6,1,7,3,1,1,10,1,7,4,4,8,8,1,3,3,2,8,2,6,2
4285,4,1,10,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,5,4,1
4286,3,1,10,2,5,3,1,1,5,1,1,3,3,2,2,1,3,2,4,4,6,7,1
4287,3,3,4,2,5,3,1,1,8,1,1,3,3,6,2,1,3,2,4,4,6,7,1
4288,4,3,4,2,5,3,1,1,5,1,1,3,3,2,6,1,3,2,4,4,6,4,1
4289,3,1,10,2,5,3,1,1,5,1,1,3,3,2,2,1,3,2,4,4,5,7,1
4290,4,3,4,2,5,3,1,1,4,1,1,3,3,6,1,1,3,2,4,4,6,1,1
4291,4,3,4,2,5,3,1,1,4,1,1,3,3,1,2,1,3,2,4,4,5,1,1
4292,5,4,6,1,7,3,1,1,10,1,7,4,4,8,7,1,3,3,2,8,2,6,2
4293,3,1,10,2,5,3,1,1,8,1,1,3,3,6,1,1,3,2,4,4,5,7,1
4294,4,1,10,2,5,3,1,1,8,1,1,3,3,6,1,1,3,2,4,4,5,4,1
4295,4,1,4,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,6,4,1
4296,4,1,4,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,5,1,1
4297,3,1,10,2,5,3,1,1,4,1,1,3,3,1,6,1,3,2,4,4,6,4,1
4298,4,1,4,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,6,4,1
4299,3,3,4,2,5,3,1,1,5,1,1,3,3,6,6,1,3,2,4,4,6,1,1
4300,4,3,10,2,5,3,1,1,5,1,1,3,3,2,1,1,3,2,4,4,6,1,1
4301,4,1,4,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,6,7,1
4302,3,1,10,2,5,3,1,1,5,1,1,3,3,6,6,1,3,2,4,4,5,7,1
4303,4,1,4,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,5,1,1
4304,4,1,4,2,5,3,1,1,5,1,1,3,3,6,1,1,3,2,4,4,6,7,1
4305,4,1,10,2,5,3,1,1,4,1,1,3,3,6,2,1,3,2,4,4,6,1,1
4306,4,3,4,1,7,3,1,1,11,2,1,4,4,6,8,1,3,2,6,2,6,7,2
4307,4,3,4,2,5,3,1,1,4,1,1,3,3,6,2,1,3,2,4,4,6,7,1
4308,4,3,4,2,5,3,1,1,5,1,1,3,3,1,6,1,3,2,4,4,5,7,1
4309,4,3,4,2,5,3,1,1,5,1,1,3,3,2,1,1,3,2,4,4,5,1,1
4310,3,3,10,2,5,3,1,1,8,1,1,3,3,6,2,1,3,2,4,4,5,1,1
4311,3,3,4,2,5,3,1,1,8,1,1,3,3,2,1,1,3,2,4,4,6,1,1
4312,3,3,10,2,5,3,1,1,5,1,1,3,3,6,2,1,3,2,4,4,6,4,1
4313,4,1,10,2,5,3,1,1,8,1,1,3,3,2,2,1,3,2,4,4,6,7,1
4314,3,1,10,2,5,3,1,1,5,1,1,3,3,6,1,1,3,2,4,4,5,1,1
4315,3,3,10,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,6,4,1
4316,4,1,4,2,5,3,1,1,8,1,1,3,3,2,6,1,3,2,4,4,5,1,1
4317,3,1,10,2,5,3,1,1,4,1,1,3,3,6,2,1,3,2,4,4,5,7,1
4318,4,1,4,2,5,3,1,1,4,1,1,3,3,2,2,1,3,2,4,4,5,1,1
4319,4,3,4,2,5,3,1,1,5,1,1,3,3,2,6,1,3,2,4,4,6,7,1
4320,4,1,4,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,6,1,1
4321,4,3,10,2,5,3,1,1,4,1,1,3,3,6,6,1,3,2,4,4,5,1,1
4322,4,1,4,2,5,3,1,1,8,1,1,3,3,6,2,1,3,2,4,4,6,1,1
4323,3,1,10,2,5,3,1,1,5,1,1,3,3,2,6,1,3,2,4,4,6,4,1
4324,4,3,4,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,6,1,1
4325,4,3,4,2,5,3,1,1,4,1,1,3,3,2,2,1,3,2,4,4,6,1,1
4326,4,3,4,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,5,4,1
4327,3,3,5,2,7,3,1,2,8,1,7,4,1,8,8,1,3,2,3,4,5,7,2
4328,4,3,10,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,6,1,1
4329,3,1,10,2,5,3,1,1,5,1,1,3,3,2,6,1,3,2,4,4,6,7,1
4330,3,3,1,2,9,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,4,1
4331,4,3,10,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,5,7,1
4332,5,3,1,2,7,3,1,2,11,1,7,3,2,8,1,1,3,2,2,8,5,7,1
4333,4,1,10,2,5,3,1,1,8,1,1,3,3,2,6,1,3,2,4,4,6,7,1
4334,3,3,4,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,5,7,1
4335,3,3,4,2,5,3,1,1,4,1,1,3,3,2,6,1,3,2,4,4,6,1,1
4336,4,3,4,2,5,3,1,1,5,1,1,3,3,1,6,1,3,2,4,4,6,1,1
4337,3,1,10,2,5,3,1,1,8,1,1,3,3,6,6,1,3,2,4,4,5,7,1
4338,3,1,4,2,5,3,1,1,5,1,1,3,3,1,6,1,3,2,4,4,5,7,1
4339,3,3,4,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,5,7,1
4340,3,3,4,2,5,3,1,1,8,1,1,3,3,1,1,1,3,2,4,4,6,1,1
4341,3,3,4,2,5,3,1,1,5,1,1,3,3,6,1,1,3,2,4,4,6,1,1
4342,4,3,8,1,7,3,1,1,11,2,1,4,4,4,6,1,3,2,6,1,6,7,2
4343,4,1,10,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,6,4,1
4344,3,3,10,2,5,3,1,1,4,1,1,3,3,6,6,1,3,2,4,4,5,1,1
4345,4,1,10,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,5,1,1
4346,3,1,10,2,5,3,1,1,8,1,1,3,3,2,2,1,3,2,4,4,5,4,1
4347,4,1,4,2,5,3,1,1,4,1,1,3,3,1,2,1,3,2,4,4,6,1,1
4348,4,1,4,2,5,3,1,1,4,1,1,3,3,6,6,1,3,2,4,4,5,1,1
4349,3,3,10,2,5,3,1,1,5,1,1,3,3,6,6,1,3,2,4,4,6,1,1
4350,4,4,2,1,5,3,1,1,11,2,1,4,4,8,8,1,3,2,6,4,4,5,1
4351,3,3,4,2,5,3,1,1,8,1,1,3,3,6,2,1,3,2,4,4,5,1,1
4352,3,3,10,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,5,4,1
4353,4,1,4,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,5,4,1
4354,4,3,4,2,5,3,1,1,5,1,1,3,3,2,1,1,3,2,4,4,6,7,1
4355,4,1,10,2,5,3,1,1,8,1,1,3,3,6,2,1,3,2,4,4,5,7,1
4356,4,3,4,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,6,1,1
4357,3,3,4,2,5,3,1,1,8,1,1,3,3,2,1,1,3,2,4,4,5,1,1
4358,3,4,8,1,7,3,1,1,10,1,7,4,4,8,7,1,3,3,2,8,2,6,2
4359,4,1,4,2,5,3,1,1,5,1,1,3,3,6,6,1,3,2,4,4,5,7,1
4360,4,1,10,2,5,3,1,1,8,1,1,3,3,1,6,1,3,2,4,4,6,7,1
4361,4,3,4,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,6,7,1
4362,3,3,10,2,5,3,1,1,5,1,1,3,3,6,6,1,3,2,4,4,6,4,1
4363,4,3,4,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,5,7,1
4364,3,1,10,2,5,3,1,1,4,1,1,3,3,2,2,1,3,2,4,4,6,1,1
4365,1,3,9,1,7,3,2,2,11,1,1,4,4,8,8,1,3,2,6,8,2,2,1
4366,4,4,2,1,5,3,1,1,4,2,1,4,4,8,8,1,3,2,6,4,5,5,1
4367,3,3,10,2,5,3,1,1,8,1,1,3,3,2,6,1,3,2,4,4,6,4,1
4368,4,3,4,2,5,3,1,1,5,1,1,3,3,2,2,1,3,2,4,4,6,7,1
4369,4,3,4,2,5,3,1,1,5,1,1,3,3,6,6,1,3,2,4,4,5,4,1
4370,4,3,10,2,5,3,1,1,8,1,1,3,3,2,6,1,3,2,4,4,5,4,1
4371,4,1,4,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,6,7,1
4372,3,3,10,2,5,3,1,1,4,1,1,3,3,6,6,1,3,2,4,4,5,7,1
4373,3,1,10,2,5,3,1,1,8,1,1,3,3,2,6,1,3,2,4,4,5,1,1
4374,4,1,4,2,5,3,1,1,8,1,1,3,3,2,6,1,3,2,4,4,6,1,1
4375,3,4,9,1,5,3,1,1,11,2,1,1,1,8,8,1,3,2,6,4,4,5,1
4376,4,3,4,1,7,3,1,1,2,2,1,4,4,4,6,1,3,2,6,2,5,7,2
4377,3,3,1,2,4,3,1,2,3,2,7,4,3,8,6,1,3,2,2,8,5,7,1
4378,4,3,4,2,5,3,1,1,8,1,1,3,3,6,6,1,3,2,4,4,6,7,1
4379,4,1,4,2,5,3,1,1,5,1,1,3,3,6,1,1,3,2,4,4,6,1,1
4380,4,3,8,1,7,3,1,1,2,2,1,4,4,6,4,1,3,2,6,1,5,7,2
4381,3,3,2,1,7,3,1,1,10,1,7,4,4,8,7,1,3,3,2,8,2,6,2
4382,3,3,10,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,6,1,1
4383,3,3,10,2,5,3,1,1,5,1,1,3,3,2,1,1,3,2,4,4,6,7,1
4384,3,3,10,2,5,3,1,1,4,1,1,3,3,1,2,1,3,2,4,4,5,4,1
4385,3,3,10,2,5,3,1,1,8,1,1,3,3,1,1,1,3,2,4,4,6,1,1
4386,4,1,10,2,5,3,1,1,5,1,1,3,3,2,1,1,3,2,4,4,6,1,1
4387,4,3,4,2,5,3,1,1,8,1,1,3,3,2,2,1,3,2,4,4,6,1,1
4388,3,1,4,2,5,3,1,1,8,1,1,3,3,1,1,1,3,2,4,4,6,1,1
4389,4,3,10,2,5,3,1,1,8,1,1,3,3,2,2,1,3,2,4,4,5,1,1
4390,3,3,4,2,5,3,1,1,4,1,1,3,3,6,6,1,3,2,4,4,5,1,1
4391,3,3,10,2,5,3,1,1,5,1,1,3,3,6,1,1,3,2,4,4,6,1,1
4392,4,3,4,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,6,4,1
4393,4,3,10,2,5,3,1,1,4,1,1,3,3,1,2,1,3,2,4,4,6,1,1
4394,3,3,4,2,5,3,1,1,5,1,1,3,3,6,2,1,3,2,4,4,6,7,1
4395,4,3,4,2,5,3,1,1,4,1,1,3,3,6,6,1,3,2,4,4,5,7,1
4396,4,3,4,2,5,3,1,1,8,1,1,3,3,2,1,1,3,2,4,4,6,4,1
4397,3,3,7,2,7,3,1,2,4,1,7,4,1,8,8,1,3,2,3,4,6,7,2
4398,3,1,4,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,5,1,1
4399,4,1,10,2,5,3,1,1,5,1,1,3,3,1,6,1,3,2,4,4,5,1,1
4400,4,1,10,2,5,3,1,1,4,1,1,3,3,6,1,1,3,2,4,4,6,1,1
4401,3,1,10,2,5,3,1,1,4,1,1,3,3,6,1,1,3,2,4,4,5,1,1
4402,4,1,10,2,5,3,1,1,4,1,1,3,3,2,2,1,3,2,4,4,5,1,1
4403,4,1,4,2,5,3,1,1,4,1,1,3,3,6,2,1,3,2,4,4,5,1,1
4404,4,3,4,2,5,3,1,1,8,1,1,3,3,2,2,1,3,2,4,4,6,7,1
4405,4,1,4,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,5,1,1
4406,4,1,10,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,6,7,1
4407,4,3,10,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,5,4,1
4408,4,1,4,2,5,3,1,1,5,1,1,3,3,6,1,1,3,2,4,4,5,4,1
4409,4,3,4,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,6,1,1
4410,4,1,10,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,6,7,1
4411,4,1,8,1,7,3,1,1,9,2,1,4,4,4,8,1,3,2,6,2,6,7,2
4412,4,4,2,1,5,3,1,1,4,2,1,4,1,8,8,1,3,2,6,4,5,5,1
4413,4,3,4,2,5,3,1,1,5,1,1,3,3,6,1,1,3,2,4,4,5,7,1
4414,4,1,4,2,5,3,1,1,4,1,1,3,3,6,6,1,3,2,4,4,5,4,1
4415,3,3,10,2,5,3,1,1,8,1,1,3,3,6,2,1,3,2,4,4,6,1,1
4416,4,1,10,2,5,3,1,1,8,1,1,3,3,6,2,1,3,2,4,4,6,4,1
4417,4,3,10,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,5,7,1
4418,4,3,1,1,7,3,1,1,9,2,1,4,4,8,4,1,3,2,6,1,5,7,2
4419,4,3,10,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,6,1,1
4420,3,4,2,1,7,3,1,1,10,1,7,4,4,8,8,1,3,3,2,8,2,6,2
4421,3,3,10,2,5,3,1,1,8,1,1,3,3,1,6,1,3,2,4,4,6,1,1
4422,3,1,10,2,5,3,1,1,8,1,1,3,3,6,2,1,3,2,4,4,6,7,1
4423,3,3,10,2,5,3,1,1,4,1,1,3,3,6,1,1,3,2,4,4,6,1,1
4424,4,3,4,2,5,3,1,1,5,1,1,3,3,2,2,1,3,2,4,4,5,4,1
4425,4,1,8,1,7,3,1,1,2,2,1,4,4,4,4,1,3,2,6,1,6,7,2
4426,4,1,10,2,5,3,1,1,8,1,1,3,3,6,1,1,3,2,4,4,5,7,1
4427,4,1,10,2,5,3,1,1,8,1,1,3,3,2,1,1,3,2,4,4,5,1,1
4428,3,3,10,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,5,7,1
4429,3,1,10,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,5,1,1
4430,3,3,1,2,4,3,1,2,3,2,7,3,4,8,6,1,3,2,2,8,5,7,1
4431,4,1,10,2,5,3,1,1,8,1,1,3,3,6,2,1,3,2,4,4,5,4,1
4432,3,3,10,2,5,3,1,1,4,1,1,3,3,1,2,1,3,2,4,4,5,1,1
4433,4,1,10,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,5,4,1
4434,4,1,10,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,5,7,1
4435,4,3,4,2,5,3,1,1,8,1,1,3,3,2,6,1,3,2,4,4,5,4,1
4436,4,3,4,2,5,3,1,1,4,1,1,3,3,2,2,1,3,2,4,4,5,1,1
4437,4,3,4,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,5,7,1
4438,4,1,4,2,5,3,1,1,5,1,1,3,3,2,1,1,3,2,4,4,5,1,1
4439,3,4,4,2,3,3,1,2,8,1,1,4,4,8,8,1,3,2,6,1,5,7,1
4440,3,3,10,2,5,3,1,1,5,1,1,3,3,2,6,1,3,2,4,4,6,1,1
4441,4,4,4,1,5,3,1,1,4,2,1,1,1,8,8,1,3,2,6,4,4,5,1
4442,3,3,4,2,5,3,1,1,8,1,1,3,3,1,1,1,3,2,4,4,5,1,1
4443,3,3,10,2,5,3,1,1,8,1,1,3,3,6,2,1,3,2,4,4,6,4,1
4444,3,3,10,2,5,3,1,1,4,1,1,3,3,1,2,1,3,2,4,4,6,7,1
4445,4,3,4,1,7,3,1,1,9,2,1,4,4,6,4,1,3,2,6,1,6,7,2
4446,4,1,4,2,5,3,1,1,5,1,1,3,3,2,1,1,3,2,4,4,6,7,1
4447,4,3,10,2,5,3,1,1,4,1,1,3,3,1,6,1,3,2,4,4,5,1,1
4448,4,3,4,2,5,3,1,1,4,1,1,3,3,1,2,1,3,2,4,4,6,4,1
4449,3,3,10,2,5,3,1,1,4,1,1,3,3,2,2,1,3,2,4,4,6,1,1
4450,3,3,4,2,5,3,1,1,8,1,1,3,3,2,6,1,3,2,4,4,6,7,1
4451,3,1,10,2,5,3,1,1,8,1,1,3,3,2,6,1,3,2,4,4,6,4,1
4452,4,3,1,1,7,3,1,1,2,2,1,4,4,4,4,1,3,2,6,2,5,7,2
4453,3,3,4,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,6,1,1
4454,4,1,10,2,5,3,1,1,5,1,1,3,3,2,6,1,3,2,4,4,5,1,1
4455,3,3,4,2,5,3,1,1,8,1,1,3,3,6,1,1,3,2,4,4,5,4,1
4456,3,3,10,2,5,3,1,1,8,1,1,3,3,6,6,1,3,2,4,4,6,1,1
4457,4,1,4,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,6,4,1
4458,4,1,4,2,5,3,1,1,4,1,1,3,3,6,2,1,3,2,4,4,6,1,1
4459,3,3,10,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,6,1,1
4460,5,3,2,1,7,3,1,1,10,1,7,4,4,7,7,1,3,3,2,8,2,6,2
4461,3,3,10,2,5,3,1,1,8,1,1,3,3,2,2,1,3,2,4,4,6,4,1
4462,3,3,1,2,9,3,1,2,3,2,7,4,3,6,8,1,3,2,2,8,5,7,1
4463,4,3,4,2,5,3,1,1,8,1,1,3,3,1,1,1,3,2,4,4,6,4,1
4464,3,3,4,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,6,4,1
4465,4,3,10,2,5,3,1,1,4,1,1,3,3,2,2,1,3,2,4,4,5,1,1
4466,4,3,4,2,5,3,1,1,5,1,1,3,3,6,6,1,3,2,4,4,5,7,1
4467,4,1,4,2,5,3,1,1,4,1,1,3,3,2,6,1,3,2,4,4,6,1,1
4468,4,3,10,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,6,1,1
4469,3,1,10,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,6,7,1
4470,3,4,9,1,5,3,1,1,8,2,1,1,1,8,8,1,3,2,6,4,5,5,1
4471,3,3,10,2,5,3,1,1,5,1,1,3,3,6,2,1,3,2,4,4,5,1,1
4472,4,1,10,2,5,3,1,1,5,1,1,3,3,6,6,1,3,2,4,4,6,4,1
4473,3,1,10,2,5,3,1,1,8,1,1,3,3,6,1,1,3,2,4,4,6,1,1
4474,3,3,10,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,5,4,1
4475,4,3,10,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,5,1,1
4476,3,3,10,2,5,3,1,1,4,1,1,3,3,1,2,1,3,2,4,4,6,1,1
4477,3,3,10,2,5,3,1,1,8,1,1,3,3,2,1,1,3,2,4,4,5,4,1
4478,4,3,4,2,5,3,1,1,8,1,1,3,3,6,1,1,3,2,4,4,6,4,1
4479,4,1,10,2,5,3,1,1,4,1,1,3,3,2,2,1,3,2,4,4,6,4,1
4480,4,1,4,2,5,3,1,1,4,1,1,3,3,2,2,1,3,2,4,4,5,4,1
4481,4,3,1,1,7,3,1,1,8,2,1,4,4,8,6,1,3,2,6,1,6,7,2
4482,3,3,10,2,5,3,1,1,4,1,1,3,3,2,6,1,3,2,4,4,5,7,1
4483,3,3,4,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,5,4,1
4484,4,3,4,2,5,3,1,1,4,1,1,3,3,2,6,1,3,2,4,4,5,1,1
4485,4,3,4,2,5,3,1,1,5,1,1,3,3,6,2,1,3,2,4,4,5,1,1
4486,3,3,10,2,5,3,1,1,5,1,1,3,3,2,6,1,3,2,4,4,6,7,1
4487,4,1,4,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,5,4,1
4488,3,3,4,2,5,3,1,1,8,1,1,3,3,6,6,1,3,2,4,4,5,7,1
4489,3,3,10,2,5,3,1,1,8,1,1,3,3,2,1,1,3,2,4,4,5,7,1
4490,3,1,10,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,6,7,1
4491,4,1,10,2,5,3,1,1,5,1,1,3,3,6,1,1,3,2,4,4,6,7,1
4492,4,1,3,2,7,3,2,2,11,1,1,4,1,8,1,1,3,2,2,8,5,2,2
4493,4,3,4,2,5,3,1,1,4,1,1,3,3,6,2,1,3,2,4,4,5,1,1
4494,3,3,4,2,5,3,1,1,8,1,1,3,3,6,1,1,3,2,4,4,6,4,1
4495,4,1,10,2,7,3,1,2,11,1,7,3,2,8,9,1,3,2,2,8,5,7,1
4496,4,1,10,2,5,3,1,1,4,1,1,3,3,6,2,1,3,2,4,4,6,4,1
4497,3,4,4,1,5,3,1,1,8,2,1,1,4,8,8,1,3,2,6,4,5,1,1
4498,4,4,1,1,7,3,1,1,10,1,7,4,4,8,8,1,3,3,2,8,2,6,2
4499,3,3,1,2,4,3,1,2,3,2,7,4,3,6,6,1,3,2,2,8,5,4,1
4500,3,4,4,2,3,3,2,2,9,1,1,4,4,8,8,1,3,2,6,1,5,7,1
4501,3,1,10,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,6,7,1
4502,4,3,4,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,5,1,1
4503,4,3,4,2,5,3,1,1,5,1,1,3,3,6,2,1,3,2,4,4,6,7,1
4504,3,3,10,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,5,1,1
4505,3,3,10,2,5,3,1,1,8,1,1,3,3,2,2,1,3,2,4,4,5,1,1
4506,3,3,4,2,5,3,1,1,8,1,1,3,3,2,2,1,3,2,4,4,6,7,1
4507,4,3,4,2,5,3,1,1,5,1,1,3,3,6,6,1,3,2,4,4,6,7,1
4508,4,3,4,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,6,1,1
4509,4,1,10,2,5,3,1,1,5,1,1,3,3,6,1,1,3,2,4,4,6,1,1
4510,3,1,10,2,5,3,1,1,8,1,1,3,3,2,2,1,3,2,4,4,5,7,1
4511,4,1,10,2,5,3,1,1,8,1,1,3,3,2,1,1,3,2,4,4,5,4,1
4512,4,1,4,2,5,3,1,1,8,1,1,3,3,6,2,1,3,2,4,4,6,4,1
4513,4,1,10,2,5,3,1,1,4,1,1,3,3,2,6,1,3,2,4,4,6,4,1
4514,4,3,10,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,6,7,1
4515,4,1,10,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,5,4,1
4516,4,1,10,2,5,3,1,1,4,1,1,3,3,2,6,1,3,2,4,4,5,7,1
4517,3,3,4,2,5,3,1,1,4,1,1,3,3,2,6,1,3,2,4,4,5,1,1
4518,3,3,4,2,5,3,1,1,8,1,1,3,3,2,2,1,3,2,4,4,5,1,1
4519,3,3,4,2,5,3,1,1,5,1,1,3,3,2,1,1,3,2,4,4,5,7,1
4520,3,4,2,1,7,3,1,1,11,1,7,4,4,7,8,1,3,3,2,8,2,6,2
4521,4,1,4,2,5,3,1,1,5,1,1,3,3,6,1,1,3,2,4,4,5,7,1
4522,3,1,10,2,5,3,1,1,5,1,1,3,3,6,2,1,3,2,4,4,5,7,1
