id,XA,XB,XC,XD,XE,XF,XG,XH,XI,XJ,XK,XL,XM,XN,XO,XP,XQ,XR,XS,XT,XU,XV,class
4797,3,3,10,2,5,3,1,1,8,1,1,3,3,2,1,1,3,2,4,4,6,1,class_1
4798,4,3,4,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,6,4,class_1
4799,3,3,10,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,6,1,class_1
4800,4,1,4,1,7,3,1,1,9,2,1,4,4,8,8,1,3,2,6,2,6,7,class_2
4801,3,4,4,1,5,3,1,1,4,2,1,1,4,8,8,1,3,2,6,4,4,1,class_1
4802,3,3,1,2,5,3,1,2,3,2,7,4,3,6,8,1,3,2,2,8,5,4,class_1
4803,4,4,4,1,5,3,1,1,8,2,1,4,1,8,8,1,3,2,6,4,5,1,class_1
4804,4,3,4,2,5,3,1,1,5,1,1,3,3,2,1,1,3,2,4,4,6,1,class_1
4805,4,3,10,2,5,3,1,1,5,1,1,3,3,6,6,1,3,2,4,4,5,1,class_1
4806,4,3,4,2,5,3,1,1,8,1,1,3,3,2,6,1,3,2,4,4,5,7,class_1
4807,4,3,8,1,7,3,1,1,10,1,7,4,4,8,7,1,3,3,2,8,2,6,class_2
4808,4,3,4,2,5,3,1,1,8,1,1,3,3,1,1,1,3,2,4,4,5,4,class_1
4809,3,1,10,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,5,1,class_1
4810,4,1,4,2,5,3,1,1,5,1,1,3,3,2,2,1,3,2,4,4,6,7,class_1
4811,3,3,10,2,5,3,1,1,8,1,1,3,3,6,2,1,3,2,4,4,6,7,class_1
4812,4,1,10,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,6,1,class_1
4813,4,3,1,1,7,3,1,1,10,1,7,4,4,7,7,1,3,3,2,8,2,6,class_2
4814,4,3,4,2,5,3,1,1,8,1,1,3,3,6,1,1,3,2,4,4,5,1,class_1
4815,5,1,1,2,7,3,1,2,11,1,7,3,2,8,1,1,3,2,2,8,5,7,class_1
4816,4,1,4,2,5,3,1,1,5,1,1,3,3,2,6,1,3,2,4,4,5,7,class_1
4817,4,1,10,2,5,3,1,1,4,1,1,3,3,1,2,1,3,2,4,4,5,4,class_1
4818,3,3,1,2,9,3,1,2,3,2,7,4,3,8,6,1,3,2,2,8,5,4,class_1
4819,4,1,4,2,5,3,1,1,4,1,1,3,3,6,6,1,3,2,4,4,5,7,class_1
4820,4,1,4,2,5,3,1,1,5,1,1,3,3,2,2,1,3,2,4,4,6,4,class_1
4821,4,4,9,1,5,3,1,1,11,2,1,1,1,8,8,1,3,2,6,4,5,1,class_1
4822,4,1,10,2,5,3,1,1,5,1,1,3,3,2,1,1,3,2,4,4,5,7,class_1
4823,3,3,4,2,5,3,1,1,4,1,1,3,3,6,1,1,3,2,4,4,6,1,class_1
4824,3,1,10,2,5,3,1,1,4,1,1,3,3,1,6,1,3,2,4,4,6,1,class_1
4825,3,3,8,1,7,3,1,1,11,1,7,4,4,7,7,1,3,3,2,8,2,6,class_2
4826,4,3,10,2,5,3,1,1,5,1,1,3,3,1,6,1,3,2,4,4,5,7,class_1
4827,1,1,10,2,7,3,1,2,11,1,7,3,2,8,1,1,3,2,2,8,5,7,class_1
4828,4,3,10,2,5,3,1,1,8,1,1,3,3,1,1,1,3,2,4,4,5,7,class_1
4829,3,4,4,1,5,3,1,1,8,2,1,1,1,8,8,1,3,2,6,4,4,5,class_1
4830,4,3,10,2,5,3,1,1,4,1,1,3,3,6,6,1,3,2,4,4,5,7,class_1
4831,4,1,10,2,5,3,1,1,8,1,1,3,3,6,2,1,3,2,4,4,5,1,class_1
4832,5,3,8,1,7,3,1,1,10,1,7,4,4,8,8,1,3,3,2,8,2,6,class_2
4833,4,1,10,2,5,3,1,1,8,1,1,3,3,2,6,1,3,2,4,4,5,4,class_1
4834,4,1,10,2,5,3,1,1,5,1,1,3,3,6,1,1,3,2,4,4,5,4,class_1
4835,5,3,1,2,7,3,2,2,11,1,1,1,4,8,1,1,3,2,2,8,5,2,class_2
4836,3,4,9,2,3,3,1,2,8,1,1,4,4,8,8,1,3,2,6,2,5,7,class_1
4837,3,1,10,2,5,3,1,1,5,1,1,3,3,2,1,1,3,2,4,4,6,1,class_1
4838,3,1,10,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,5,4,class_1
4839,3,1,10,2,5,3,1,1,5,1,1,3,3,2,1,1,3,2,4,4,6,7,class_1
4840,4,3,10,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,5,4,class_1
4841,1,4,2,1,7,3,1,1,5,1,1,4,4,8,8,1,3,3,6,5,5,1,class_1
4842,3,4,9,1,5,3,1,1,4,2,1,1,1,8,8,1,3,2,6,4,5,1,class_1
4843,4,3,8,1,7,3,1,1,2,2,1,4,4,8,6,1,3,2,6,2,6,7,class_2
4844,1,4,9,1,7,3,1,1,5,1,1,4,4,8,8,1,3,3,6,5,5,3,class_1
4845,4,3,6,1,7,3,1,1,11,1,7,4,4,7,7,1,3,3,2,8,2,6,class_2
4846,3,4,9,1,5,3,1,1,8,2,1,1,1,8,8,1,3,2,6,4,5,1,class_1
4847,5,3,1,1,7,3,1,1,11,1,7,4,4,8,8,1,3,3,2,8,2,6,class_2
4848,3,3,10,2,5,3,1,1,4,1,1,3,3,1,2,1,3,2,4,4,6,4,class_1
4849,4,4,2,1,5,3,1,1,4,2,1,1,4,8,8,1,3,2,6,4,5,5,class_1
4850,4,3,4,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,5,7,class_1
4851,3,3,10,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,5,7,class_1
4852,3,3,4,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,5,7,class_1
4853,3,1,10,2,5,3,1,1,5,1,1,3,3,1,6,1,3,2,4,4,6,4,class_1
4854,3,3,10,2,5,3,1,1,4,1,1,3,3,6,2,1,3,2,4,4,5,7,class_1
4855,3,3,10,2,5,3,1,1,4,1,1,3,3,6,1,1,3,2,4,4,6,7,class_1
4856,3,1,10,2,5,3,1,1,5,1,1,3,3,2,1,1,3,2,4,4,6,4,class_1
4857,3,3,4,2,5,3,1,1,5,1,1,3,3,2,2,1,3,2,4,4,6,4,class_1
4858,4,1,4,2,5,3,1,1,8,1,1,3,3,1,1,1,3,2,4,4,5,4,class_1
4859,5,4,8,1,7,3,1,1,11,1,7,4,4,7,8,1,3,3,2,8,2,6,class_2
4860,4,3,1,1,7,3,1,1,10,1,7,4,4,7,8,1,3,3,2,8,2,6,class_2
4861,4,4,2,1,7,3,1,1,11,1,7,4,4,7,8,1,3,3,2,8,2,6,class_2
4862,3,3,10,2,5,3,1,1,5,1,1,3,3,2,2,1,3,2,4,4,5,7,class_1
4863,4,1,4,1,7,3,1,1,9,2,1,4,4,6,6,1,3,2,6,2,5,7,class_2
4864,4,1,10,2,5,3,1,1,8,1,1,3,3,1,1,1,3,2,4,4,6,4,class_1
4865,4,3,4,2,5,3,1,1,4,1,1,3,3,6,6,1,3,2,4,4,6,1,class_1
4866,3,4,4,1,5,3,1,1,8,2,1,1,1,8,8,1,3,2,6,4,5,1,class_1
4867,4,1,4,2,5,3,1,1,8,1,1,3,3,6,6,1,3,2,4,4,5,4,class_1
4868,3,1,10,2,5,3,1,1,4,1,1,3,3,6,2,1,3,2,4,4,6,7,class_1
4869,4,1,10,2,5,3,1,1,8,1,1,3,3,1,6,1,3,2,4,4,5,1,class_1
4870,3,3,1,2,5,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,2,class_1
4871,4,1,4,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,5,4,class_1
4872,4,3,1,1,7,3,1,1,10,1,7,4,4,8,8,1,3,3,2,8,2,6,class_2
4873,4,3,8,1,7,3,1,1,8,2,1,4,4,4,6,1,3,2,6,1,5,7,class_2
4874,4,3,4,2,5,3,1,1,5,1,1,3,3,6,2,1,3,2,4,4,6,1,class_1
4875,3,3,10,2,5,3,1,1,4,1,1,3,3,6,6,1,3,2,4,4,5,4,class_1
4876,4,1,4,2,5,3,1,1,8,1,1,3,3,1,1,1,3,2,4,4,6,7,class_1
4877,4,1,8,1,7,3,1,1,2,2,1,4,4,6,8,1,3,2,6,2,5,7,class_2
4878,3,3,10,2,5,3,1,1,4,1,1,3,3,6,2,1,3,2,4,4,5,4,class_1
4879,4,1,10,2,5,3,1,1,8,1,1,3,3,2,2,1,3,2,4,4,6,4,class_1
4880,4,1,4,2,5,3,1,1,8,1,1,3,3,6,1,1,3,2,4,4,5,4,class_1
4881,4,3,10,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,6,7,class_1
4882,3,3,4,2,5,3,1,1,4,1,1,3,3,2,2,1,3,2,4,4,5,7,class_1
4883,1,3,9,1,7,3,1,1,11,1,1,4,4,8,8,1,3,3,6,5,5,3,class_1
4884,4,1,10,2,5,3,1,1,8,1,1,3,3,6,6,1,3,2,4,4,6,4,class_1
4885,3,3,1,2,5,3,1,2,3,2,7,3,4,6,8,1,3,2,2,8,5,7,class_1
4886,4,1,4,2,5,3,1,1,5,1,1,3,3,6,6,1,3,2,4,4,6,1,class_1
4887,3,3,10,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,5,1,class_1
4888,4,3,10,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,6,4,class_1
4889,4,3,6,1,7,3,1,1,10,1,7,4,4,7,7,1,3,3,2,8,2,6,class_2
4890,3,4,9,1,5,3,1,1,4,2,1,4,4,8,8,1,3,2,6,4,4,1,class_1
4891,4,3,4,2,5,3,1,1,4,1,1,3,3,1,6,1,3,2,4,4,6,1,class_1
4892,3,3,4,2,5,3,1,1,4,1,1,3,3,2,2,1,3,2,4,4,5,4,class_1
4893,3,1,10,2,5,3,1,1,8,1,1,3,3,1,6,1,3,2,4,4,5,1,class_1
4894,4,4,2,1,5,3,1,1,11,2,1,1,4,8,8,1,3,2,6,4,4,5,class_1
4895,3,1,4,2,3,3,1,2,5,1,1,4,4,8,8,1,3,2,6,1,5,7,class_1
4896,3,1,10,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,6,4,class_1
4897,4,3,4,2,5,3,1,1,8,1,1,3,3,2,6,1,3,2,4,4,6,1,class_1
4898,4,3,10,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,6,4,class_1
4899,3,3,5,2,7,3,1,2,8,1,7,4,1,8,8,1,3,2,3,4,6,7,class_2
4900,4,3,9,2,7,3,1,2,4,1,7,4,1,8,8,1,3,2,3,4,5,7,class_2
4901,3,1,10,2,5,3,1,1,4,1,1,3,3,1,2,1,3,2,4,4,5,7,class_1
4902,4,3,10,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,6,4,class_1
4903,4,3,10,2,5,3,1,1,8,1,1,3,3,1,6,1,3,2,4,4,6,1,class_1
4904,3,3,8,2,4,3,1,2,3,2,7,3,3,6,8,1,3,2,2,8,5,4,class_1
4905,3,3,8,2,4,3,1,2,3,2,7,3,3,6,8,1,3,2,2,8,5,2,class_1
4906,3,3,4,2,5,3,1,1,4,1,1,3,3,2,2,1,3,2,4,4,6,7,class_1
4907,3,3,10,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,5,1,class_1
4908,4,1,4,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,6,7,class_1
4909,3,3,4,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,6,1,class_1
4910,3,3,10,2,5,3,1,1,5,1,1,3,3,6,6,1,3,2,4,4,5,7,class_1
4911,4,1,10,2,5,3,1,1,4,1,1,3,3,1,2,1,3,2,4,4,6,4,class_1
4912,4,4,8,1,7,3,1,1,11,1,7,4,4,8,7,1,3,3,2,8,2,6,class_2
4913,4,1,10,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,6,4,class_1
4914,3,3,10,2,5,3,1,1,4,1,1,3,3,6,6,1,3,2,4,4,6,4,class_1
4915,4,4,4,1,5,3,1,1,8,2,1,1,4,8,8,1,3,2,6,4,4,1,class_1
4916,4,1,10,2,5,3,1,1,8,1,1,3,3,2,6,1,3,2,4,4,5,1,class_1
4917,3,3,10,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,6,7,class_1
4918,3,1,10,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,6,4,class_1
4919,3,4,4,1,5,3,1,1,4,2,1,1,1,8,8,1,3,2,6,4,5,5,class_1
4920,4,3,4,2,5,3,1,1,8,1,1,3,3,6,6,1,3,2,4,4,6,1,class_1
4921,4,1,4,2,5,3,1,1,4,1,1,3,3,6,1,1,3,2,4,4,5,1,class_1
4922,3,4,9,2,3,3,1,2,2,1,1,4,4,8,8,1,3,2,6,1,5,7,class_1
4923,4,3,4,2,5,3,1,1,8,1,1,3,3,2,2,1,3,2,4,4,6,4,class_1
4924,4,3,8,1,7,3,1,1,9,2,1,4,4,6,8,1,3,2,6,2,6,7,class_2
4925,3,1,10,2,5,3,1,1,5,1,1,3,3,6,6,1,3,2,4,4,6,1,class_1
4926,3,3,10,2,5,3,1,1,8,1,1,3,3,1,6,1,3,2,4,4,6,4,class_1
4927,5,4,2,1,7,3,1,1,10,1,7,4,4,8,8,1,3,3,2,8,2,6,class_2
4928,4,1,10,2,5,3,1,1,4,1,1,3,3,2,6,1,3,2,4,4,5,1,class_1
4929,4,1,10,2,5,3,1,1,5,1,1,3,3,6,6,1,3,2,4,4,5,7,class_1
4930,3,3,10,2,5,3,1,1,5,1,1,3,3,2,2,1,3,2,4,4,6,1,class_1
4931,3,1,1,2,7,3,2,2,11,1,1,4,1,8,1,1,3,2,2,8,5,2,class_2
4932,3,3,8,1,7,3,1,1,10,1,7,4,4,7,7,1,3,3,2,8,2,6,class_2
4933,3,3,4,2,5,3,1,1,5,1,1,3,3,6,1,1,3,2,4,4,5,4,class_1
4934,3,1,10,2,5,3,1,1,5,1,1,3,3,6,2,1,3,2,4,4,5,1,class_1
4935,4,4,4,1,5,3,1,1,4,2,1,1,1,8,8,1,3,2,6,4,5,1,class_1
4936,3,3,10,2,5,3,1,1,5,1,1,3,3,6,2,1,3,2,4,4,6,1,class_1
4937,4,3,4,2,5,3,1,1,8,1,1,3,3,2,1,1,3,2,4,4,5,4,class_1
4938,3,3,4,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,5,1,class_1
4939,3,3,1,2,9,3,1,2,3,2,7,4,3,8,8,1,3,2,2,8,5,4,class_1
4940,5,4,2,1,7,3,1,1,11,1,7,4,4,7,8,1,3,3,2,8,2,6,class_2
4941,4,1,10,2,5,3,1,1,5,1,1,3,3,2,6,1,3,2,4,4,6,7,class_1
4942,3,1,4,2,5,3,1,1,5,1,1,3,3,2,6,1,3,2,4,4,5,4,class_1
4943,4,3,4,2,5,3,1,1,4,1,1,3,3,2,2,1,3,2,4,4,6,4,class_1
4944,3,1,10,2,5,3,1,1,5,1,1,3,3,2,1,1,3,2,4,4,5,7,class_1
4945,4,3,10,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,5,1,class_1
4946,5,4,6,1,7,3,1,1,11,1,7,4,4,7,7,1,3,3,2,8,2,6,class_2
4947,4,3,1,2,7,3,1,2,11,1,7,3,2,8,1,1,3,2,2,8,5,7,class_1
4948,3,3,4,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,6,7,class_1
4949,3,1,10,2,5,3,1,1,4,1,1,3,3,1,6,1,3,2,4,4,6,7,class_1
4950,3,3,4,2,5,3,1,1,4,1,1,3,3,1,2,1,3,2,4,4,5,4,class_1
4951,4,4,2,1,5,3,1,1,11,2,1,1,1,8,8,1,3,2,6,4,5,5,class_1
4952,4,4,2,1,7,3,1,1,11,1,7,4,4,8,8,1,3,3,2,8,2,6,class_2
4953,4,4,9,1,5,3,1,1,11,2,1,1,1,8,8,1,3,2,6,4,4,5,class_1
4954,4,3,4,2,5,3,1,1,5,1,1,3,3,2,1,1,3,2,4,4,6,4,class_1
4955,3,1,10,2,5,3,1,1,5,1,1,3,3,2,2,1,3,2,4,4,5,4,class_1
4956,4,3,4,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,5,4,class_1
4957,4,3,10,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,6,1,class_1
4958,4,1,10,2,5,3,1,1,8,1,1,3,3,1,1,1,3,2,4,4,5,7,class_1
4959,3,4,2,1,5,3,1,1,4,2,1,4,4,8,8,1,3,2,6,4,5,5,class_1
4960,4,1,4,2,5,3,1,1,5,1,1,3,3,6,6,1,3,2,4,4,6,4,class_1
4961,3,3,4,2,5,3,1,1,4,1,1,3,3,6,1,1,3,2,4,4,6,7,class_1
4962,4,1,10,2,5,3,1,1,8,1,1,3,3,2,2,1,3,2,4,4,6,1,class_1
4963,4,3,10,2,5,3,1,1,4,1,1,3,3,6,6,1,3,2,4,4,6,7,class_1
4964,4,4,4,1,5,3,1,1,8,2,1,4,1,8,8,1,3,2,6,4,4,5,class_1
4965,4,4,2,1,7,3,1,1,11,1,7,4,4,8,7,1,3,3,2,8,2,6,class_2
4966,3,4,6,1,7,3,1,1,11,1,7,4,4,7,7,1,3,3,2,8,2,6,class_2
4967,5,4,1,1,7,3,1,1,10,1,7,4,4,8,8,1,3,3,2,8,2,6,class_2
4968,4,3,6,1,7,3,1,1,5,1,1,4,4,8,8,1,3,3,6,5,5,1,class_1
4969,4,3,4,2,5,3,1,1,8,1,1,3,3,6,6,1,3,2,4,4,5,4,class_1
4970,3,3,10,2,5,3,1,1,4,1,1,3,3,2,2,1,3,2,4,4,5,4,class_1
4971,4,1,4,2,5,3,1,1,5,1,1,3,3,2,6,1,3,2,4,4,5,1,class_1
4972,4,1,4,2,5,3,1,1,8,1,1,3,3,6,6,1,3,2,4,4,6,7,class_1
4973,3,1,10,2,5,3,1,1,8,1,1,3,3,2,1,1,3,2,4,4,6,4,class_1
4974,4,1,4,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,5,7,class_1
4975,4,3,4,2,5,3,1,1,4,1,1,3,3,2,6,1,3,2,4,4,6,7,class_1
4976,4,3,10,2,5,3,1,1,4,1,1,3,3,2,2,1,3,2,4,4,5,7,class_1
4977,4,1,10,2,5,3,1,1,8,1,1,3,3,2,2,1,3,2,4,4,5,1,class_1
4978,4,3,10,2,5,3,1,1,8,1,1,3,3,6,1,1,3,2,4,4,6,1,class_1
4979,3,3,10,2,5,3,1,1,8,1,1,3,3,6,2,1,3,2,4,4,5,7,class_1
4980,3,3,10,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,6,4,class_1
4981,4,3,4,2,5,3,1,1,5,1,1,3,3,6,1,1,3,2,4,4,5,1,class_1
4982,4,1,4,2,5,3,1,1,5,1,1,3,3,2,6,1,3,2,4,4,6,7,class_1
4983,3,3,10,2,5,3,1,1,5,1,1,3,3,1,6,1,3,2,4,4,5,4,class_1
4984,3,3,10,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,6,4,class_1
4985,4,3,7,2,7,3,1,2,11,1,7,4,1,8,8,1,3,2,3,4,6,7,class_2
4986,4,1,4,2,5,3,1,1,5,1,1,3,3,2,2,1,3,2,4,4,5,1,class_1
4987,3,3,1,2,4,3,1,2,3,2,7,4,4,8,6,1,3,2,2,8,5,2,class_1
4988,3,3,10,2,5,3,1,1,8,1,1,3,3,6,1,1,3,2,4,4,5,1,class_1
4989,3,3,10,2,5,3,1,1,8,1,1,3,3,1,1,1,3,2,4,4,6,4,class_1
4990,3,3,4,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,5,1,class_1
4991,4,1,10,2,5,3,1,1,5,1,1,3,3,2,2,1,3,2,4,4,5,7,class_1
4992,3,1,10,2,5,3,1,1,8,1,1,3,3,1,6,1,3,2,4,4,6,7,class_1
4993,3,3,4,2,5,3,1,1,4,1,1,3,3,1,6,1,3,2,4,4,5,4,class_1
4994,4,4,2,1,7,3,1,1,10,1,7,4,4,8,8,1,3,3,2,8,2,6,class_2
4995,4,1,4,2,5,3,1,1,4,1,1,3,3,6,6,1,3,2,4,4,6,4,class_1
4996,4,3,10,2,5,3,1,1,4,1,1,3,3,1,6,1,3,2,4,4,5,7,class_1
4997,3,4,1,1,7,3,1,1,11,1,7,4,4,8,7,1,3,3,2,8,2,6,class_2
4998,4,1,4,2,5,3,1,1,5,1,1,3,3,2,1,1,3,2,4,4,6,4,class_1
4999,3,3,4,2,5,3,1,1,5,1,1,3,3,6,2,1,3,2,4,4,5,7,class_1
5000,3,3,1,2,5,3,1,2,3,2,7,3,3,6,6,1,3,2,2,8,5,4,class_1
5001,4,1,10,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,5,7,class_1
5002,3,3,1,2,7,3,1,2,11,1,7,3,2,8,1,1,3,2,2,8,5,7,class_1
5003,1,4,2,1,7,3,1,1,11,1,1,4,4,8,8,1,3,3,6,5,5,1,class_1
5004,4,1,10,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,5,7,class_1
5005,4,3,4,2,5,3,1,1,4,1,1,3,3,1,2,1,3,2,4,4,6,7,class_1
5006,4,3,7,2,7,3,1,2,9,1,7,4,1,8,8,1,3,2,3,4,6,7,class_2
5007,3,1,10,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,5,1,class_1
5008,4,3,10,2,5,3,1,1,5,1,1,3,3,2,6,1,3,2,4,4,6,1,class_1
5009,4,1,10,2,5,3,1,1,4,1,1,3,3,1,6,1,3,2,4,4,6,1,class_1
5010,3,3,10,2,5,3,1,1,4,1,1,3,3,2,6,1,3,2,4,4,6,7,class_1
5011,3,3,8,1,7,3,1,1,11,1,7,4,4,7,8,1,3,3,2,8,2,6,class_2
5012,4,1,4,2,5,3,1,1,5,1,1,3,3,6,6,1,3,2,4,4,5,1,class_1
5013,3,3,10,2,5,3,1,1,5,1,1,3,3,2,1,1,3,2,4,4,5,1,class_1
5014,3,3,10,2,5,3,1,1,8,1,1,3,3,2,2,1,3,2,4,4,5,4,class_1
5015,4,3,4,2,5,3,1,1,5,1,1,3,3,2,1,1,3,2,4,4,5,4,class_1
5016,5,4,2,1,7,3,1,1,11,1,7,4,4,8,7,1,3,3,2,8,2,6,class_2
5017,4,3,10,2,5,3,1,1,8,1,1,3,3,6,2,1,3,2,4,4,6,7,class_1
5018,3,3,4,2,5,3,1,1,8,1,1,3,3,2,2,1,3,2,4,4,5,4,class_1
5019,3,1,10,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,5,7,class_1
5020,4,1,10,2,5,3,1,1,8,1,1,3,3,1,6,1,3,2,4,4,5,4,class_1
5021,4,4,9,1,5,3,1,1,4,2,1,4,1,8,8,1,3,2,6,4,5,5,class_1
5022,3,4,4,2,3,3,1,2,8,1,1,4,4,8,8,1,3,2,6,2,5,7,class_1
5023,4,3,10,2,5,3,1,1,5,1,1,3,3,6,2,1,3,2,4,4,6,7,class_1
5024,4,3,7,2,7,3,1,2,8,1,7,4,1,8,8,1,3,2,3,4,5,7,class_2
5025,3,1,10,2,5,3,1,1,5,1,1,3,3,6,6,1,3,2,4,4,6,7,class_1
5026,4,3,4,2,5,3,1,1,5,1,1,3,3,1,6,1,3,2,4,4,6,7,class_1
5027,3,1,10,2,5,3,1,1,5,1,1,3,3,1,6,1,3,2,4,4,5,1,class_1
5028,3,1,10,2,5,3,1,1,4,1,1,3,3,1,2,1,3,2,4,4,5,4,class_1
5029,3,4,4,1,5,3,1,1,8,2,1,1,4,8,8,1,3,2,6,4,4,5,class_1
5030,4,3,4,2,5,3,1,1,5,1,1,3,3,6,1,1,3,2,4,4,6,7,class_1
5031,4,1,10,2,5,3,1,1,4,1,1,3,3,6,1,1,3,2,4,4,6,4,class_1
5032,4,1,10,2,5,3,1,1,5,1,1,3,3,2,1,1,3,2,4,4,6,7,class_1
5033,3,3,4,2,5,3,1,1,8,1,1,3,3,6,2,1,3,2,4,4,5,7,class_1
5034,3,3,4,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,5,1,class_1
5035,3,3,4,2,5,3,1,1,4,1,1,3,3,1,2,1,3,2,4,4,6,7,class_1
5036,3,1,4,2,5,3,1,1,8,1,1,3,3,6,6,1,3,2,4,4,6,1,class_1
5037,3,3,10,2,5,3,1,1,5,1,1,3,3,6,1,1,3,2,4,4,6,4,class_1
5038,4,1,4,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,5,1,class_1
5039,4,1,10,2,5,3,1,1,8,1,1,3,3,2,1,1,3,2,4,4,6,7,class_1
5040,3,3,4,2,5,3,1,1,4,1,1,3,3,2,6,1,3,2,4,4,6,4,class_1
5041,4,1,10,2,5,3,1,1,5,1,1,3,3,6,6,1,3,2,4,4,5,4,class_1
5042,3,3,1,2,9,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,2,class_1
5043,3,1,10,2,5,3,1,1,4,1,1,3,3,6,2,1,3,2,4,4,6,4,class_1
5044,3,3,10,2,5,3,1,1,5,1,1,3,3,2,6,1,3,2,4,4,5,4,class_1
5045,4,4,2,1,5,3,1,1,11,2,1,1,4,8,8,1,3,2,6,4,5,1,class_1
5046,4,1,4,2,5,3,1,1,4,1,1,3,3,1,6,1,3,2,4,4,5,7,class_1
5047,4,3,10,2,5,3,1,1,4,1,1,3,3,2,6,1,3,2,4,4,6,4,class_1
5048,3,1,10,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,6,4,class_1
5049,4,1,4,2,5,3,1,1,8,1,1,3,3,2,1,1,3,2,4,4,5,7,class_1
5050,3,3,10,2,5,3,1,1,5,1,1,3,3,1,6,1,3,2,4,4,6,7,class_1
5051,3,3,4,2,5,3,1,1,8,1,1,3,3,2,2,1,3,2,4,4,5,7,class_1
5052,3,3,8,2,4,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,2,class_1
5053,5,3,2,1,7,3,1,1,10,1,7,4,4,7,8,1,3,3,2,8,2,6,class_2
5054,4,3,2,1,7,3,1,1,11,1,7,4,4,7,8,1,3,3,2,8,2,6,class_2
5055,3,3,4,2,5,3,1,1,8,1,1,3,3,6,6,1,3,2,4,4,6,7,class_1
5056,4,1,10,2,5,3,1,1,5,1,1,3,3,2,6,1,3,2,4,4,6,4,class_1
5057,3,3,4,2,5,3,1,1,4,1,1,3,3,1,2,1,3,2,4,4,6,1,class_1
5058,4,3,4,2,5,3,1,1,5,1,1,3,3,2,6,1,3,2,4,4,6,1,class_1
5059,3,4,2,1,5,3,1,1,11,2,1,4,1,8,8,1,3,2,6,4,4,5,class_1
5060,4,3,10,2,5,3,1,1,4,1,1,3,3,2,6,1,3,2,4,4,5,4,class_1
5061,3,4,9,1,5,3,1,1,8,2,1,1,1,8,8,1,3,2,6,4,4,5,class_1
5062,3,1,10,2,5,3,1,1,8,1,1,3,3,2,1,1,3,2,4,4,5,4,class_1
5063,3,3,4,2,5,3,1,1,8,1,1,3,3,2,6,1,3,2,4,4,6,4,class_1
5064,3,4,9,1,5,3,1,1,8,2,1,4,1,8,8,1,3,2,6,4,4,5,class_1
5065,4,4,2,1,5,3,1,1,8,2,1,1,1,8,8,1,3,2,6,4,4,1,class_1
5066,3,4,9,1,5,3,1,1,4,2,1,1,4,8,8,1,3,2,6,4,4,5,class_1
5067,4,1,10,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,6,7,class_1
5068,4,3,4,2,5,3,1,1,5,1,1,3,3,6,2,1,3,2,4,4,6,4,class_1
5069,3,1,10,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,5,1,class_1
